experiment,detonation,file_create,image_load,net_connect,process_create,process_term,reg_create_key,reg_delete_key,reg_delete_value,reg_write,n_events,t_first,t_last,t_detonate,duration_s,dur_after_detonation_s,n_uniq_child,n_uniq_parent,n_uniq_cguid
E42708,1,8,115,0,3,3,0,0,0,0,130,2024-08-27 06:02:02.543,2024-08-27 06:02:05.535,2024-08-27 06:02:02.543,2.992,2.992,40,3,130
E42709,1,0,11,0,0,1,0,0,0,0,13,2024-05-16 23:41:00.458,2024-05-16 23:41:00.499,2024-05-16 23:41:00.458,0.041,0.041,12,1,13
E42710,1,13,53,0,1,1,0,0,0,0,69,2024-08-22 07:29:13.598,2024-08-22 07:29:43.626,2024-08-22 07:29:13.598,30.028,30.028,48,3,69
E42711,1,17,76,0,1,2,1,0,0,0,98,2024-05-20 02:19:47.597,2024-05-20 02:19:58.841,2024-05-20 02:19:47.597,11.244,11.244,95,3,98
E42712,1,958,1067,36,16,10,193,2,2,129,2414,2024-05-18 21:48:26.717,2024-05-18 21:52:42.168,2024-05-18 21:48:26.717,255.451,255.451,1036,4,2414
E42713,1,532,190,5,3,4,5,0,0,8,748,2024-08-22 01:03:22.191,2024-08-22 01:03:33.381,2024-08-22 01:03:22.191,11.19,11.19,628,5,748
E42714,1,40,81,3,1,1,1,0,0,4,132,2024-08-24 13:28:30.129,2024-08-24 13:33:39.615,2024-08-24 13:28:30.129,309.486,309.486,98,3,132
E42715,1,0,11,0,0,1,0,0,0,0,13,2024-05-21 07:49:27.333,2024-05-21 07:49:27.388,2024-05-21 07:49:27.333,0.055,0.055,12,2,13
E42716,1,24,44,0,0,0,0,0,0,0,69,2024-05-05 12:26:25.761,2024-05-05 12:26:26.589,2024-05-05 12:26:25.761,0.828,0.828,68,2,69
E42717,1,29,58,5,0,1,3,0,0,7,104,2024-08-26 03:43:40.886,2024-08-26 03:43:41.300,2024-08-26 03:43:40.886,0.414,0.414,89,2,104
E42718,1,535,870,13,43,38,10,0,0,13,1523,2024-08-09 14:49:39.214,2024-08-09 14:52:34.385,2024-08-09 14:49:39.214,175.171,175.171,451,7,1523
E42719,1,11,63,0,2,1,0,0,0,0,78,2024-08-20 18:47:02.553,2024-08-20 18:47:03.735,2024-08-20 18:47:02.553,1.182,1.182,66,3,78
E42720,1,364,244,7,3,2,16,0,0,22,659,2024-05-06 08:20:34.386,2024-05-06 08:25:38.476,2024-05-06 08:20:34.386,304.09,304.09,456,4,659
E42721,1,3569,14382,0,756,713,4,0,0,0,19425,2024-08-20 13:09:18.098,2024-08-20 13:13:33.956,2024-08-20 13:09:18.098,255.858,255.858,2362,745,19425
E42722,1,0,0,0,0,0,0,0,0,0,1,2024-08-25 17:35:37.361,2024-08-25 17:35:37.361,2024-08-25 17:35:37.361,0.0,0.0,1,1,1
E42723,1,72,59,0,1,1,0,0,0,0,134,2024-08-09 07:07:30.821,2024-08-09 07:11:25.000,2024-08-09 07:07:30.821,234.179,234.179,91,3,134
E42724,1,452,35,0,0,0,8,0,0,8,504,2024-08-26 07:38:42.381,2024-08-26 07:43:12.676,2024-08-26 07:38:42.381,270.295,270.295,496,1,504
E42725,1,14,24,0,0,0,0,0,0,0,39,2024-08-13 00:21:08.136,2024-08-13 00:21:08.921,2024-08-13 00:21:08.136,0.785,0.785,39,2,39
E42726,1,0,12,0,0,1,0,0,0,0,14,2024-05-05 02:54:58.283,2024-05-05 02:54:58.296,2024-05-05 02:54:58.283,0.013,0.013,13,2,14
E42727,1,14,44,0,0,0,0,0,0,0,59,2024-05-17 10:38:08.806,2024-05-17 10:38:09.325,2024-05-17 10:38:08.806,0.519,0.519,59,2,59
E42728,1,529,576,19,27,23,12,0,0,16,1203,2024-08-26 19:47:01.381,2024-08-26 19:50:53.621,2024-08-26 19:47:01.381,232.24,232.24,550,6,1203
E42729,1,65,77,0,1,1,2,0,0,2,149,2024-08-27 05:39:12.975,2024-08-27 05:39:18.271,2024-08-27 05:39:12.975,5.296,5.296,97,2,149
E42730,1,0,15,0,0,1,1,0,0,2,20,2024-05-06 21:32:24.860,2024-05-06 21:32:25.085,2024-05-06 21:32:24.860,0.225,0.225,17,2,20
E42731,1,50,100,3,1,2,110,0,0,0,267,2024-08-12 20:52:06.494,2024-08-12 20:52:09.721,2024-08-12 20:52:06.494,3.227,3.227,240,2,267
E42732,1,527,416,22,18,15,7,0,0,11,1017,2024-08-20 17:36:49.535,2024-08-20 17:41:04.651,2024-08-20 17:36:49.535,255.116,255.116,548,7,1017
E42733,1,29,45,0,0,0,0,0,0,0,75,2024-05-06 06:29:15.439,2024-05-06 06:29:18.483,2024-05-06 06:29:15.439,3.044,3.044,73,2,75
E42734,1,24,54,1,0,1,3,0,0,7,91,2024-08-14 01:02:10.221,2024-08-14 01:02:11.695,2024-08-14 01:02:10.221,1.474,1.474,83,2,91
E42735,1,3,9,0,0,1,0,0,0,0,14,2024-05-20 19:12:03.948,2024-05-20 19:12:05.003,2024-05-20 19:12:03.948,1.055,1.055,13,1,14
E42736,1,436,35,0,0,0,10,0,0,10,492,2024-08-28 00:15:55.437,2024-08-28 00:20:32.171,2024-08-28 00:15:55.437,276.734,276.734,482,2,492
E42737,1,5030,108,3,1,2,0,0,0,0,5145,2024-08-28 14:38:49.110,2024-08-28 14:38:59.525,2024-08-28 14:38:49.110,10.415,10.415,2736,3,5145
E42738,1,66,114,3,1,2,117,2,0,23,329,2024-05-18 21:47:11.574,2024-05-18 21:47:13.270,2024-05-18 21:47:11.574,1.696,1.696,267,3,329
E42739,1,5,24,0,0,0,0,0,0,0,30,2024-05-21 11:11:51.101,2024-05-21 11:11:52.027,2024-05-21 11:11:51.101,0.926,0.926,30,2,30
E42740,1,46,85,3,0,0,4,0,0,8,147,2024-05-04 22:37:17.735,2024-05-04 22:41:20.603,2024-05-04 22:37:17.735,242.868,242.868,137,2,147
E42741,1,0,9,0,0,1,0,0,0,0,11,2024-08-20 08:25:51.485,2024-08-20 08:25:51.494,2024-08-20 08:25:51.485,0.009,0.009,10,1,11
E42742,1,464,35,0,0,0,8,0,0,8,516,2024-08-22 23:54:36.422,2024-08-22 23:59:33.549,2024-08-22 23:54:36.422,297.127,297.127,508,2,516
E42743,1,0,0,0,810,597,0,0,0,0,1408,2024-08-21 12:07:33.655,2024-08-21 12:08:09.947,2024-08-21 12:07:33.655,36.292,36.292,803,803,1408
E42744,1,5,40,0,1,2,0,0,0,0,49,2024-08-26 15:03:12.491,2024-08-26 15:03:12.964,2024-08-26 15:03:12.491,0.473,0.473,46,3,49
E42745,1,28,65,6,0,0,25,0,2,30,157,2024-05-04 16:07:30.218,2024-05-04 16:10:38.810,2024-05-04 16:07:30.218,188.592,188.592,119,2,157
E42746,1,52,100,3,1,2,114,1,0,1,275,2024-08-26 04:32:59.451,2024-08-26 04:33:06.727,2024-08-26 04:32:59.451,7.276,7.276,246,3,275
E42747,1,1,46,0,1,1,0,0,0,0,50,2024-05-06 01:33:21.118,2024-05-06 01:33:22.049,2024-05-06 01:33:21.118,0.931,0.931,34,3,50
E42748,1,8,30,0,0,1,0,0,0,0,40,2024-08-14 11:35:44.718,2024-08-14 11:35:45.606,2024-08-14 11:35:44.718,0.888,0.888,39,2,40
E42749,1,71,59,0,1,1,0,0,0,0,133,2024-08-20 05:26:27.007,2024-08-20 05:30:54.824,2024-08-20 05:26:27.007,267.817,267.817,89,3,133
E42750,1,0,27,0,0,0,0,0,0,0,28,2024-05-04 20:58:46.956,2024-05-04 20:58:47.004,2024-05-04 20:58:46.956,0.048,0.048,28,2,28
E42751,1,0,18,0,0,1,0,0,0,0,20,2024-05-06 07:49:10.014,2024-05-06 07:49:10.028,2024-05-06 07:49:10.014,0.014,0.014,19,2,20
E42752,1,0,9,0,0,1,0,0,0,0,11,2024-08-23 22:02:53.391,2024-08-23 22:02:53.408,2024-08-23 22:02:53.391,0.017,0.017,10,2,11
E42753,1,65,167,3,3,2,1,0,0,4,246,2024-08-21 04:41:34.495,2024-08-21 04:41:35.964,2024-08-21 04:41:34.495,1.469,1.469,153,5,246
E42754,1,4,47,0,1,1,0,0,0,0,54,2024-05-21 12:29:55.440,2024-05-21 12:29:56.072,2024-05-21 12:29:55.440,0.632,0.632,52,3,54
E42755,1,533,576,17,27,15,8,0,0,12,1189,2024-08-24 16:45:11.625,2024-08-24 16:46:31.853,2024-08-24 16:45:11.625,80.228,80.228,551,7,1189
E42756,1,18,47,0,0,1,0,0,0,0,67,2024-05-18 12:21:48.669,2024-05-18 12:21:49.286,2024-05-18 12:21:48.669,0.617,0.617,66,2,67
E42757,1,0,0,0,2,0,0,0,0,0,3,2024-08-14 18:13:09.492,2024-08-14 18:13:12.446,2024-08-14 18:13:09.492,2.954,2.954,3,2,3
E42758,1,112,175,1,2,0,114,0,0,6,411,2024-05-06 21:33:35.815,2024-05-06 21:33:38.710,2024-05-06 21:33:35.815,2.895,2.895,321,4,411
E42759,1,62,111,3,1,2,111,0,0,0,291,2024-08-20 00:17:09.281,2024-08-20 00:17:11.618,2024-08-20 00:17:09.281,2.337,2.337,254,3,291
E42760,1,12,36,0,0,1,0,0,0,0,50,2024-05-05 19:29:54.308,2024-05-05 19:29:55.743,2024-05-05 19:29:54.308,1.435,1.435,49,2,50
E42761,1,4,33,0,1,2,0,0,0,0,41,2024-05-05 15:23:22.964,2024-05-05 15:23:23.618,2024-05-05 15:23:22.964,0.654,0.654,35,3,41
E42762,1,0,0,0,2,0,0,0,0,0,3,2024-08-13 17:32:09.749,2024-08-13 17:32:16.082,2024-08-13 17:32:09.749,6.333,6.333,3,2,3
E42763,1,2,40,0,1,2,0,0,0,0,46,2024-05-06 09:07:09.720,2024-05-06 09:07:10.385,2024-05-06 09:07:09.720,0.665,0.665,35,3,46
E42764,1,10,32,0,0,0,0,0,0,0,43,2024-05-17 09:29:46.692,2024-05-17 09:29:47.962,2024-05-17 09:29:46.692,1.27,1.27,42,2,43
E42765,1,0,23,0,0,1,0,0,0,0,25,2024-05-19 17:49:23.135,2024-05-19 17:49:23.177,2024-05-19 17:49:23.135,0.042,0.042,24,2,25
E42766,1,58,167,3,3,2,97,0,0,7,338,2024-08-28 14:42:30.500,2024-08-28 14:42:32.190,2024-08-28 14:42:30.500,1.69,1.69,246,5,338
E42767,1,84,132,3,1,2,111,0,0,0,334,2024-08-22 12:19:07.189,2024-08-22 12:19:09.204,2024-08-22 12:19:07.189,2.015,2.015,294,3,334
E42768,1,57,167,3,3,2,114,0,0,11,358,2024-08-24 16:00:35.644,2024-08-24 16:00:36.954,2024-08-24 16:00:35.644,1.31,1.31,261,5,358
E42769,1,58,91,6,0,0,4,0,0,8,168,2024-05-05 00:27:49.490,2024-05-05 00:31:52.492,2024-05-05 00:27:49.490,243.002,243.002,155,2,168
E42770,1,18,55,6,0,0,3,0,0,3,86,2024-05-04 16:09:40.722,2024-05-04 16:14:07.923,2024-05-04 16:09:40.722,267.201,267.201,77,2,86
E42771,1,457,35,0,0,0,10,0,0,10,513,2024-08-13 16:40:02.382,2024-08-13 16:44:32.522,2024-08-13 16:40:02.382,270.14,270.14,503,2,513
E42772,1,5,26,0,0,0,0,0,0,0,32,2024-05-06 22:50:24.583,2024-05-06 22:50:25.690,2024-05-06 22:50:24.583,1.107,1.107,32,2,32
E42773,1,0,11,0,0,1,1,0,0,2,16,2024-05-18 01:03:08.177,2024-05-18 01:03:08.607,2024-05-18 01:03:08.177,0.43,0.43,13,2,16
E42774,1,5,24,0,0,1,0,0,0,0,31,2024-05-20 04:38:08.801,2024-05-20 04:38:09.878,2024-05-20 04:38:08.801,1.077,1.077,30,2,31
E42775,1,22,0,0,5,1,0,0,0,0,29,2024-08-08 21:02:00.594,2024-08-08 21:02:09.159,2024-08-08 21:02:00.594,8.565,8.565,19,4,29
E42776,1,50,100,3,1,2,111,0,0,0,268,2024-08-21 22:53:50.019,2024-08-21 22:53:53.431,2024-08-21 22:53:50.019,3.412,3.412,242,3,268
E42777,1,5,26,0,0,0,0,0,0,0,32,2024-05-06 08:21:33.445,2024-05-06 08:21:33.732,2024-05-06 08:21:33.445,0.287,0.287,32,2,32
E42778,1,96,132,3,1,2,111,0,0,0,346,2024-08-28 09:23:55.496,2024-08-28 09:23:57.933,2024-08-28 09:23:55.496,2.437,2.437,298,3,346
E42779,1,0,0,0,2,0,0,0,0,0,3,2024-08-20 23:55:11.215,2024-08-20 23:55:19.386,2024-08-20 23:55:11.215,8.171,8.171,3,2,3
E42780,1,42,97,0,1,1,1,0,0,4,147,2024-05-04 02:05:57.611,2024-05-04 02:05:58.335,2024-05-04 02:05:57.611,0.724,0.724,104,2,147
E42781,1,678,1525,40,65,16,11,0,0,7,2343,2024-05-03 19:59:01.748,2024-05-03 20:03:59.889,2024-05-03 19:59:01.748,298.141,298.141,689,21,2343
E42782,1,0,9,0,0,1,0,0,0,0,11,2024-08-28 03:52:55.862,2024-08-28 03:52:55.871,2024-08-28 03:52:55.862,0.009,0.009,10,2,11
E42783,1,70,245,0,5,4,3,0,0,10,338,2024-08-22 03:49:17.949,2024-08-22 03:51:03.009,2024-08-22 03:49:17.949,105.06,105.06,117,3,338
E42784,1,31,57,0,0,0,0,0,0,0,89,2024-08-27 22:03:48.513,2024-08-27 22:03:49.279,2024-08-27 22:03:48.513,0.766,0.766,89,2,89
E42785,1,46,97,0,1,1,1,0,0,4,151,2024-05-03 21:19:54.339,2024-05-03 21:19:55.329,2024-05-03 21:19:54.339,0.99,0.99,108,2,151
E42786,1,51,95,3,1,2,111,0,0,0,264,2024-08-08 23:58:51.517,2024-08-08 23:58:52.584,2024-08-08 23:58:51.517,1.067,1.067,241,3,264
E42787,1,3065,97,1326,1,0,7,0,0,9,4506,2024-08-28 22:53:12.737,2024-08-28 22:58:13.902,2024-08-28 22:53:12.737,301.165,301.165,1773,3,4506
E42788,1,1554,116,0,2,1,1,0,0,5,1680,2024-08-25 05:02:05.731,2024-08-25 05:02:28.505,2024-08-25 05:02:05.731,22.774,22.774,1160,3,1680
E42789,1,63,224,0,7,8,0,0,0,0,303,2024-08-09 09:47:34.799,2024-08-09 09:47:35.751,2024-08-09 09:47:34.799,0.952,0.952,94,9,303
E42790,1,56,110,3,1,2,118,2,0,25,318,2024-05-04 16:18:19.681,2024-05-04 16:18:21.041,2024-05-04 16:18:19.681,1.36,1.36,258,3,318
E42791,1,110,221,6,2,3,225,1,0,1,570,2024-05-06 17:29:51.640,2024-05-06 17:29:54.327,2024-05-06 17:29:51.640,2.687,2.687,306,3,570
E42792,1,54,97,0,1,1,1,0,0,4,159,2024-05-03 22:45:27.726,2024-05-03 22:45:29.665,2024-05-03 22:45:27.726,1.939,1.939,116,3,159
E42793,1,52,91,6,0,0,4,0,0,8,162,2024-05-05 01:30:58.880,2024-05-05 01:35:01.102,2024-05-05 01:30:58.880,242.222,242.222,149,2,162
E42794,1,49,97,0,1,1,1,0,0,4,154,2024-05-04 03:41:18.917,2024-05-04 03:41:19.686,2024-05-04 03:41:18.917,0.769,0.769,111,3,154
E42795,1,458,35,0,0,0,8,0,0,8,510,2024-08-20 01:05:56.004,2024-08-20 01:10:33.703,2024-08-20 01:05:56.004,277.699,277.699,502,2,510
E42796,1,43,61,0,0,0,0,0,0,0,105,2024-08-26 20:23:12.426,2024-08-26 20:23:12.937,2024-08-26 20:23:12.426,0.511,0.511,102,2,105
E42797,1,0,15,0,0,1,0,0,0,0,17,2024-05-17 16:11:56.332,2024-05-17 16:11:56.386,2024-05-17 16:11:56.332,0.054,0.054,16,2,17
E42798,1,33,98,14,1,1,3,0,0,7,158,2024-08-28 09:52:25.776,2024-08-28 09:56:53.992,2024-08-28 09:52:25.776,268.216,268.216,105,3,158
E42799,1,0,24,0,0,1,0,0,0,0,26,2024-05-20 09:15:46.596,2024-05-20 09:15:46.623,2024-05-20 09:15:46.596,0.027,0.027,25,2,26
E42800,1,0,15,0,0,1,0,0,0,0,17,2024-05-17 22:55:22.194,2024-05-17 22:55:22.220,2024-05-17 22:55:22.194,0.026,0.026,16,2,17
E42801,1,0,9,0,0,1,0,0,0,0,11,2024-08-24 19:55:26.633,2024-08-24 19:55:26.643,2024-08-24 19:55:26.633,0.01,0.01,10,2,11
E42802,1,35,151,3,2,3,4,0,1,0,200,2024-05-19 22:41:46.178,2024-05-19 22:41:48.254,2024-05-19 22:41:46.178,2.076,2.076,123,3,200
E42803,1,4,49,0,1,2,0,0,0,0,57,2024-05-20 04:49:22.524,2024-05-20 04:49:23.050,2024-05-20 04:49:22.524,0.526,0.526,54,3,57
E42804,1,9877,399,0,7,3,28,1,1,40,10357,2024-08-22 02:59:48.717,2024-08-22 03:00:48.154,2024-08-22 02:59:48.717,59.437,59.437,5543,8,10357
E42805,1,0,0,0,2,0,0,0,0,0,3,2024-08-24 11:03:59.540,2024-08-24 11:04:07.177,2024-08-24 11:03:59.540,7.637,7.637,3,2,3
E42806,1,1,52,0,1,2,4,0,0,0,61,2024-05-19 16:30:04.934,2024-05-19 16:30:05.298,2024-05-19 16:30:04.934,0.364,0.364,58,3,61
E42807,1,23,96,0,2,3,0,0,0,0,125,2024-05-19 15:18:02.870,2024-05-19 15:18:03.876,2024-05-19 15:18:02.870,1.006,1.006,102,4,125
E42808,1,51,60,0,0,0,0,0,0,0,112,2024-08-13 07:42:44.850,2024-08-13 07:42:46.289,2024-08-13 07:42:44.850,1.439,1.439,112,2,112
E42809,1,1,21,0,0,1,0,0,0,0,24,2024-05-20 14:57:03.601,2024-05-20 14:57:04.523,2024-05-20 14:57:03.601,0.922,0.922,23,2,24
E42810,1,9,30,0,0,1,0,0,0,0,41,2024-08-21 19:27:27.065,2024-08-21 19:27:28.099,2024-08-21 19:27:27.065,1.034,1.034,40,2,41
E42811,1,5,29,0,0,1,0,0,0,0,36,2024-08-23 19:51:44.600,2024-08-23 19:51:50.055,2024-08-23 19:51:44.600,5.455,5.455,34,2,36
E42812,1,4,43,0,1,2,0,0,0,0,51,2024-05-18 03:15:50.335,2024-05-18 03:15:51.236,2024-05-18 03:15:50.335,0.901,0.901,48,3,51
E42813,1,427,35,0,0,0,8,0,0,8,479,2024-08-26 01:19:21.175,2024-08-26 01:23:56.810,2024-08-26 01:19:21.175,275.635,275.635,471,2,479
E42814,1,3,46,0,1,2,0,0,0,0,53,2024-05-06 20:28:30.610,2024-05-06 20:28:30.908,2024-05-06 20:28:30.610,0.298,0.298,38,3,53
E42815,1,0,0,0,5,1,0,0,0,0,7,2024-08-21 20:20:35.176,2024-08-21 20:20:43.781,2024-08-21 20:20:35.176,8.605,8.605,3,4,7
E42816,1,49,91,6,0,0,4,0,0,8,159,2024-05-04 22:48:05.750,2024-05-04 22:52:07.776,2024-05-04 22:48:05.750,242.026,242.026,146,2,159
E42817,1,1,43,0,1,2,0,0,0,0,48,2024-05-20 06:24:44.170,2024-05-20 06:24:44.244,2024-05-20 06:24:44.170,0.074,0.074,33,3,48
E42818,1,0,19,1,0,1,0,0,0,0,22,2024-05-04 06:39:13.282,2024-05-04 06:39:35.319,2024-05-04 06:39:13.282,22.037,22.037,21,2,22
E42819,1,120,164,3,2,3,111,0,0,0,404,2024-08-20 18:50:34.591,2024-08-20 18:50:38.582,2024-08-20 18:50:34.591,3.991,3.991,296,3,404
E42820,1,555,1212,18,63,55,22,0,0,23,1949,2024-08-09 02:45:49.017,2024-08-09 02:49:57.771,2024-08-09 02:45:49.017,248.754,248.754,563,7,1949
E42821,1,451,35,0,0,0,8,0,0,8,503,2024-08-09 22:34:09.617,2024-08-09 22:38:51.548,2024-08-09 22:34:09.617,281.931,281.931,495,2,503
E42822,1,0,15,0,0,1,1,0,0,2,20,2024-05-19 11:31:49.411,2024-05-19 11:31:49.910,2024-05-19 11:31:49.411,0.499,0.499,17,2,20
E42823,1,95,151,2,1,1,8,0,0,21,280,2024-08-20 01:28:11.407,2024-08-20 01:28:17.207,2024-08-20 01:28:11.407,5.8,5.8,251,3,280
E42824,1,14,45,0,0,0,0,0,0,0,60,2024-08-28 12:25:59.612,2024-08-28 12:26:00.150,2024-08-28 12:25:59.612,0.538,0.538,60,2,60
E42825,1,84,114,0,1,2,2,0,0,4,208,2024-08-14 05:40:38.157,2024-08-14 05:40:41.264,2024-08-14 05:40:38.157,3.107,3.107,155,3,208
E42826,1,532,735,19,36,31,11,0,0,14,1379,2024-08-26 15:21:59.397,2024-08-26 15:26:17.208,2024-08-26 15:21:59.397,257.811,257.811,549,7,1379
E42827,1,0,0,0,101,97,48,0,0,48,295,2024-08-13 06:47:02.942,2024-08-13 06:47:11.933,2024-08-13 06:47:02.942,8.991,8.991,150,102,295
E42828,1,1723,6954,0,365,321,0,0,0,0,9364,2024-08-23 02:35:31.923,2024-08-23 02:40:19.545,2024-08-23 02:35:31.923,287.622,287.622,1189,361,9364
E42829,1,1,45,0,1,2,0,0,0,0,50,2024-05-06 16:20:39.378,2024-05-06 16:20:39.981,2024-05-06 16:20:39.378,0.603,0.603,32,3,50
E42830,1,1406,5681,0,298,215,0,0,0,0,7601,2024-08-09 06:14:50.522,2024-08-09 06:19:02.538,2024-08-09 06:14:50.522,252.016,252.016,975,299,7601
E42831,1,69,59,0,1,1,0,0,0,0,131,2024-08-21 12:21:32.911,2024-08-21 12:25:05.407,2024-08-21 12:21:32.911,212.496,212.496,88,3,131
E42832,1,7,23,0,0,0,0,0,0,0,31,2024-08-26 06:46:28.217,2024-08-26 06:46:29.155,2024-08-26 06:46:28.217,0.938,0.938,31,2,31
E42833,1,4404,108,3,1,2,118,2,0,25,4664,2024-08-12 16:46:51.838,2024-08-12 16:47:01.735,2024-08-12 16:46:51.838,9.897,9.897,2537,3,4664
E42834,1,291,574,27,8,2,176,0,9,68,1156,2024-08-09 11:26:06.733,2024-08-09 11:28:09.073,2024-08-09 11:26:06.733,122.34,122.34,689,7,1156
E42835,1,50,133,1,1,1,21,0,0,16,224,2024-08-13 10:48:26.293,2024-08-13 10:48:29.386,2024-08-13 10:48:26.293,3.093,3.093,152,3,224
E42836,1,68,59,0,1,1,0,0,0,1,131,2024-08-14 22:11:04.143,2024-08-14 22:14:28.025,2024-08-14 22:11:04.143,203.882,203.882,88,3,131
E42837,1,75,111,3,1,2,0,0,0,0,193,2024-08-09 16:03:33.123,2024-08-09 16:03:35.862,2024-08-09 16:03:33.123,2.739,2.739,159,3,193
E42838,1,7,28,0,0,0,0,0,0,0,36,2024-05-16 19:23:34.227,2024-05-16 19:23:34.718,2024-05-16 19:23:34.227,0.491,0.491,36,2,36
E42839,1,16,44,0,0,0,0,0,0,0,61,2024-05-05 18:40:43.767,2024-05-05 18:40:45.052,2024-05-05 18:40:43.767,1.285,1.285,61,2,61
E42840,1,3,38,0,1,2,0,0,0,0,45,2024-05-16 19:04:55.761,2024-05-16 19:04:56.202,2024-05-16 19:04:55.761,0.441,0.441,42,3,45
E42841,1,451,35,0,0,0,8,0,0,8,503,2024-08-23 06:06:15.923,2024-08-23 06:10:52.664,2024-08-23 06:06:15.923,276.741,276.741,495,1,503
E42842,1,32,82,0,1,1,0,0,0,0,117,2024-08-20 15:08:27.350,2024-08-20 15:08:27.982,2024-08-20 15:08:27.350,0.632,0.632,86,3,117
E42843,1,521,417,19,18,15,9,0,0,13,1013,2024-08-21 22:23:02.859,2024-08-21 22:23:38.484,2024-08-21 22:23:02.859,35.625,35.625,545,7,1013
E42844,1,0,11,0,0,1,1,0,0,2,16,2024-05-18 05:11:54.426,2024-05-18 05:11:54.932,2024-05-18 05:11:54.426,0.506,0.506,13,2,16
E42845,1,28,82,0,1,1,1,0,0,4,118,2024-08-25 18:31:20.947,2024-08-25 18:31:21.829,2024-08-25 18:31:20.947,0.882,0.882,83,3,118
E42846,1,0,0,0,2,0,0,0,0,0,3,2024-08-12 20:30:17.754,2024-08-12 20:30:24.435,2024-08-12 20:30:17.754,6.681,6.681,3,2,3
E42847,1,0,0,0,2,0,0,0,0,0,3,2024-08-13 13:24:43.451,2024-08-13 13:24:46.321,2024-08-13 13:24:43.451,2.87,2.87,3,1,3
E42848,1,26,43,0,0,0,0,0,0,0,70,2024-05-04 04:43:51.639,2024-05-04 04:43:52.735,2024-05-04 04:43:51.639,1.096,1.096,67,2,70
E42849,1,51,91,6,0,0,4,0,0,8,161,2024-05-04 23:18:14.680,2024-05-04 23:22:17.607,2024-05-04 23:18:14.680,242.927,242.927,148,2,161
E42850,1,50,91,6,0,0,4,0,0,8,160,2024-05-05 01:28:58.823,2024-05-05 01:33:00.880,2024-05-05 01:28:58.823,242.057,242.057,147,2,160
E42851,1,0,0,0,2,0,0,0,0,0,3,2024-08-28 11:58:58.687,2024-08-28 11:59:04.482,2024-08-28 11:58:58.687,5.795,5.795,3,2,3
E42852,1,0,11,0,0,1,0,0,0,0,13,2024-05-17 06:44:02.709,2024-05-17 06:44:02.724,2024-05-17 06:44:02.709,0.015,0.015,12,2,13
E42853,1,0,0,0,48,24,0,0,0,0,73,2024-08-26 02:38:27.820,2024-08-26 02:38:59.303,2024-08-26 02:38:27.820,31.483,31.483,6,6,73
E42854,1,0,0,0,5,2,0,0,0,0,8,2024-08-13 06:23:28.507,2024-08-13 06:23:31.237,2024-08-13 06:23:28.507,2.73,2.73,6,7,8
E42855,1,1598,6403,0,336,315,0,0,0,0,8653,2024-08-24 19:27:41.782,2024-08-24 19:31:59.687,2024-08-24 19:27:41.782,257.905,257.905,1100,334,8653
E42856,1,0,0,2,62,0,0,0,0,4,69,2024-08-20 10:41:44.374,2024-08-20 10:42:21.616,2024-08-20 10:41:44.374,37.242,37.242,11,5,69
E42857,1,333,116,0,1,0,0,0,0,0,451,2024-05-16 07:24:13.807,2024-05-16 07:24:26.501,2024-05-16 07:24:13.807,12.694,12.694,272,3,451
E42858,1,556,1370,27,72,63,26,0,0,30,2145,2024-08-13 21:24:21.455,2024-08-13 21:28:35.615,2024-08-13 21:24:21.455,254.16,254.16,558,7,2145
E42859,1,10,26,0,0,0,0,0,0,0,37,2024-05-16 07:34:40.381,2024-05-16 07:34:40.877,2024-05-16 07:34:40.381,0.496,0.496,37,2,37
E42860,1,8,27,0,0,0,0,0,0,0,36,2024-05-16 09:42:35.226,2024-05-16 09:42:36.450,2024-05-16 09:42:35.226,1.224,1.224,36,2,36
E42861,1,260,759,3,27,28,119,0,0,12,1209,2024-08-22 01:06:45.516,2024-08-22 01:06:48.046,2024-08-22 01:06:45.516,2.53,2.53,374,29,1209
E42862,1,19,44,0,0,0,0,0,0,0,64,2024-05-05 19:29:07.385,2024-05-05 19:29:08.162,2024-05-05 19:29:07.385,0.777,0.777,64,2,64
E42863,1,55,106,3,1,2,111,0,0,0,279,2024-05-04 08:05:13.001,2024-05-04 08:05:15.679,2024-05-04 08:05:13.001,2.678,2.678,248,3,279
E42864,1,9,34,0,0,0,0,0,0,0,44,2024-08-22 00:50:13.081,2024-08-22 00:50:14.128,2024-08-22 00:50:13.081,1.047,1.047,44,2,44
E42865,1,8,23,0,0,1,0,0,0,0,33,2024-05-19 15:23:33.031,2024-05-19 15:23:34.592,2024-05-19 15:23:33.031,1.561,1.561,30,2,33
E42866,1,6,23,0,0,0,0,0,0,0,30,2024-08-21 11:52:24.246,2024-08-21 11:52:25.344,2024-08-21 11:52:24.246,1.098,1.098,30,2,30
E42867,1,10,28,0,0,1,0,0,0,0,40,2024-08-21 16:36:29.873,2024-08-21 16:36:30.839,2024-08-21 16:36:29.873,0.966,0.966,38,2,40
E42868,1,0,11,0,0,1,1,0,0,2,16,2024-05-17 19:21:40.597,2024-05-17 19:21:41.614,2024-05-17 19:21:40.597,1.017,1.017,13,2,16
E42869,1,5,39,0,1,2,0,0,0,0,48,2024-05-04 10:58:50.770,2024-05-04 10:58:51.561,2024-05-04 10:58:50.770,0.791,0.791,45,3,48
